dataset,json_file,image_file,shape,image_path
GeoQA,4678.json,4678.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4678.png
GeoQA,4679.json,4679.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4679.png
GeoQA,4680.json,4680.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4680.png
GeoQA,4681.json,4681.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4681.png
GeoQA,4682.json,4682.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4682.png
GeoQA,4683.json,4683.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4683.png
GeoQA,4686.json,4686.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4686.png
GeoQA,4687.json,4687.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4687.png
GeoQA,4688.json,4688.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4688.png
GeoQA,4689.json,4689.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4689.png
GeoQA,469.json,469.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\469.png
GeoQA,4690.json,4690.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4690.png
GeoQA,4692.json,4692.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4692.png
GeoQA,4693.json,4693.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4693.png
GeoQA,4696.json,4696.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4696.png
GeoQA,4697.json,4697.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4697.png
GeoQA,4698.json,4698.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4698.png
GeoQA,4699.json,4699.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4699.png
GeoQA,470.json,470.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\470.png
GeoQA,4700.json,4700.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4700.png
GeoQA,4701.json,4701.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4701.png
GeoQA,4702.json,4702.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4702.png
GeoQA,4703.json,4703.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4703.png
GeoQA,4704.json,4704.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4704.png
GeoQA,4706.json,4706.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4706.png
GeoQA,4707.json,4707.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4707.png
GeoQA,4709.json,4709.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4709.png
GeoQA,471.json,471.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\471.png
GeoQA,4710.json,4710.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4710.png
GeoQA,4711.json,4711.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4711.png
GeoQA,4712.json,4712.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4712.png
GeoQA,4713.json,4713.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4713.png
GeoQA,4714.json,4714.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4714.png
GeoQA,4715.json,4715.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4715.png
GeoQA,4716.json,4716.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4716.png
GeoQA,4718.json,4718.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4718.png
GeoQA,4719.json,4719.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4719.png
GeoQA,472.json,472.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\472.png
GeoQA,4720.json,4720.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4720.png
GeoQA,4721.json,4721.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4721.png
GeoQA,4722.json,4722.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4722.png
GeoQA,4723.json,4723.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4723.png
GeoQA,4725.json,4725.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4725.png
GeoQA,4726.json,4726.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4726.png
GeoQA,4727.json,4727.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4727.png
GeoQA,4728.json,4728.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4728.png
GeoQA,4731.json,4731.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4731.png
GeoQA,4732.json,4732.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4732.png
GeoQA,4733.json,4733.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4733.png
GeoQA,4734.json,4734.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4734.png
GeoQA,4737.json,4737.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4737.png
GeoQA,4738.json,4738.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4738.png
GeoQA,4739.json,4739.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4739.png
GeoQA,4740.json,4740.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4740.png
GeoQA,4741.json,4741.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4741.png
GeoQA,4742.json,4742.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4742.png
GeoQA,4743.json,4743.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4743.png
GeoQA,4744.json,4744.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4744.png
GeoQA,4747.json,4747.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4747.png
GeoQA,4749.json,4749.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4749.png
GeoQA,475.json,475.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\475.png
GeoQA,4752.json,4752.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4752.png
GeoQA,4753.json,4753.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4753.png
GeoQA,4754.json,4754.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4754.png
GeoQA,4755.json,4755.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4755.png
GeoQA,4756.json,4756.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4756.png
GeoQA,4758.json,4758.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4758.png
GeoQA,476.json,476.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\476.png
GeoQA,4760.json,4760.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4760.png
GeoQA,4761.json,4761.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4761.png
GeoQA,4762.json,4762.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4762.png
GeoQA,4763.json,4763.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4763.png
GeoQA,4765.json,4765.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4765.png
GeoQA,4766.json,4766.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4766.png
GeoQA,4768.json,4768.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4768.png
GeoQA,4769.json,4769.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4769.png
GeoQA,477.json,477.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\477.png
GeoQA,4770.json,4770.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4770.png
GeoQA,4772.json,4772.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4772.png
GeoQA,4773.json,4773.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4773.png
GeoQA,4774.json,4774.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4774.png
GeoQA,4775.json,4775.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4775.png
GeoQA,4776.json,4776.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4776.png
GeoQA,4781.json,4781.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4781.png
GeoQA,4788.json,4788.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4788.png
GeoQA,4789.json,4789.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4789.png
GeoQA,479.json,479.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\479.png
GeoQA,4790.json,4790.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4790.png
GeoQA,4792.json,4792.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4792.png
GeoQA,4793.json,4793.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4793.png
GeoQA,4794.json,4794.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4794.png
GeoQA,4795.json,4795.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4795.png
GeoQA,4796.json,4796.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4796.png
GeoQA,4799.json,4799.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4799.png
GeoQA,48.json,48.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\48.png
GeoQA,480.json,480.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\480.png
GeoQA,4800.json,4800.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4800.png
GeoQA,4801.json,4801.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4801.png
GeoQA,4802.json,4802.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4802.png
GeoQA,4803.json,4803.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4803.png
GeoQA,4805.json,4805.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4805.png
GeoQA,4806.json,4806.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4806.png
GeoQA,4807.json,4807.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4807.png
GeoQA,4809.json,4809.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4809.png
GeoQA,4810.json,4810.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4810.png
GeoQA,4814.json,4814.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4814.png
GeoQA,4815.json,4815.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4815.png
GeoQA,4816.json,4816.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4816.png
GeoQA,4817.json,4817.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4817.png
GeoQA,4819.json,4819.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4819.png
GeoQA,482.json,482.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\482.png
GeoQA,4820.json,4820.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4820.png
GeoQA,4824.json,4824.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4824.png
GeoQA,4828.json,4828.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4828.png
GeoQA,4829.json,4829.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4829.png
GeoQA,483.json,483.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\483.png
GeoQA,4832.json,4832.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4832.png
GeoQA,4834.json,4834.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4834.png
GeoQA,4835.json,4835.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4835.png
GeoQA,484.json,484.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\484.png
GeoQA,4841.json,4841.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4841.png
GeoQA,4844.json,4844.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4844.png
GeoQA,4846.json,4846.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4846.png
GeoQA,4851.json,4851.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4851.png
GeoQA,4856.json,4856.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4856.png
GeoQA,4857.json,4857.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4857.png
GeoQA,4859.json,4859.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4859.png
GeoQA,486.json,486.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\486.png
GeoQA,4860.json,4860.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4860.png
GeoQA,4862.json,4862.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4862.png
GeoQA,4864.json,4864.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4864.png
GeoQA,4865.json,4865.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4865.png
GeoQA,4867.json,4867.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4867.png
GeoQA,4868.json,4868.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4868.png
GeoQA,4869.json,4869.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4869.png
GeoQA,487.json,487.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\487.png
GeoQA,4871.json,4871.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4871.png
GeoQA,4872.json,4872.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4872.png
GeoQA,4873.json,4873.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4873.png
GeoQA,4874.json,4874.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4874.png
GeoQA,4875.json,4875.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4875.png
GeoQA,4877.json,4877.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4877.png
GeoQA,4878.json,4878.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4878.png
GeoQA,4879.json,4879.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4879.png
GeoQA,4880.json,4880.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4880.png
GeoQA,4881.json,4881.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4881.png
GeoQA,4882.json,4882.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4882.png
GeoQA,4884.json,4884.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4884.png
GeoQA,4885.json,4885.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4885.png
GeoQA,4886.json,4886.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4886.png
GeoQA,4888.json,4888.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4888.png
GeoQA,489.json,489.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\489.png
GeoQA,4890.json,4890.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4890.png
GeoQA,4892.json,4892.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4892.png
GeoQA,4893.json,4893.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4893.png
GeoQA,4895.json,4895.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4895.png
GeoQA,4897.json,4897.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4897.png
GeoQA,4898.json,4898.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4898.png
GeoQA,49.json,49.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\49.png
GeoQA,490.json,490.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\490.png
GeoQA,4900.json,4900.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4900.png
GeoQA,4901.json,4901.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4901.png
GeoQA,4902.json,4902.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4902.png
GeoQA,4903.json,4903.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4903.png
GeoQA,4904.json,4904.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4904.png
GeoQA,4906.json,4906.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4906.png
GeoQA,4909.json,4909.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4909.png
GeoQA,4914.json,4914.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4914.png
GeoQA,4915.json,4915.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4915.png
GeoQA,4917.json,4917.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4917.png
GeoQA,4918.json,4918.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4918.png
GeoQA,492.json,492.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\492.png
GeoQA,4920.json,4920.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4920.png
GeoQA,4923.json,4923.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4923.png
GeoQA,4924.json,4924.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4924.png
GeoQA,4925.json,4925.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4925.png
GeoQA,4927.json,4927.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4927.png
GeoQA,4928.json,4928.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4928.png
GeoQA,4929.json,4929.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4929.png
GeoQA,493.json,493.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\493.png
GeoQA,4936.json,4936.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4936.png
GeoQA,4938.json,4938.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4938.png
GeoQA,4939.json,4939.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4939.png
GeoQA,494.json,494.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\494.png
GeoQA,4941.json,4941.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4941.png
GeoQA,4942.json,4942.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4942.png
GeoQA,4943.json,4943.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4943.png
GeoQA,4945.json,4945.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4945.png
GeoQA,495.json,495.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\495.png
GeoQA,4953.json,4953.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4953.png
GeoQA,4958.json,4958.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4958.png
GeoQA,4960.json,4960.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4960.png
GeoQA,4961.json,4961.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4961.png
GeoQA,4962.json,4962.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4962.png
GeoQA,4963.json,4963.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4963.png
GeoQA,4966.json,4966.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4966.png
GeoQA,4967.json,4967.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4967.png
GeoQA,4968.json,4968.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4968.png
GeoQA,4969.json,4969.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4969.png
GeoQA,4970.json,4970.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4970.png
GeoQA,4971.json,4971.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4971.png
GeoQA,4972.json,4972.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4972.png
GeoQA,4973.json,4973.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4973.png
GeoQA,4974.json,4974.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4974.png
GeoQA,4975.json,4975.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4975.png
GeoQA,4977.json,4977.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4977.png
GeoQA,498.json,498.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\498.png
GeoQA,4980.json,4980.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4980.png
GeoQA,4981.json,4981.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4981.png
GeoQA,4982.json,4982.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4982.png
GeoQA,4983.json,4983.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4983.png
GeoQA,4984.json,4984.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4984.png
GeoQA,4985.json,4985.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4985.png
GeoQA,4986.json,4986.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4986.png
GeoQA,4987.json,4987.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4987.png
GeoQA,4989.json,4989.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4989.png
GeoQA,4990.json,4990.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4990.png
GeoQA,4991.json,4991.png,triangle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4991.png
GeoQA,4992.json,4992.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4992.png
GeoQA,4993.json,4993.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4993.png
GeoQA,4994.json,4994.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\4994.png
GeoQA,5.json,5.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5.png
GeoQA,50.json,50.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\50.png
GeoQA,500.json,500.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\500.png
GeoQA,5001.json,5001.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5001.png
GeoQA,501.json,501.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\501.png
GeoQA,5012.json,5012.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5012.png
GeoQA,5014.json,5014.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5014.png
GeoQA,5016.json,5016.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5016.png
GeoQA,5018.json,5018.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5018.png
GeoQA,502.json,502.png,square,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\502.png
GeoQA,5022.json,5022.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5022.png
GeoQA,5024.json,5024.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5024.png
GeoQA,5026.json,5026.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5026.png
GeoQA,5028.json,5028.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5028.png
GeoQA,5029.json,5029.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5029.png
GeoQA,503.json,503.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\503.png
GeoQA,5034.json,5034.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5034.png
GeoQA,504.json,504.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\504.png
GeoQA,5044.json,5044.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5044.png
GeoQA,5045.json,5045.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5045.png
GeoQA,5047.json,5047.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5047.png
GeoQA,5049.json,5049.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5049.png
GeoQA,5050.json,5050.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5050.png
GeoQA,5059.json,5059.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5059.png
GeoQA,506.json,506.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\506.png
GeoQA,5064.json,5064.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5064.png
GeoQA,5067.json,5067.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5067.png
GeoQA,507.json,507.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\507.png
GeoQA,5071.json,5071.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5071.png
GeoQA,5073.json,5073.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5073.png
GeoQA,5075.json,5075.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5075.png
GeoQA,508.json,508.png,circle,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\508.png
GeoQA,5081.json,5081.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5081.png
GeoQA,5082.json,5082.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5082.png
GeoQA,5087.json,5087.png,unknown,C:\Users\ashut\Downloads\GeoQA\GeoQA3\image\5087.png
